"gene","CTR:provisioned_egg","TBT:provisioned_egg","cluster","condition","control","estimate"
"116917096",-0.859964838517195,-0.51350770836174,"3","TBT:provisioned_egg","CTR:provisioned_egg",-1.79768460439542
"116936799",0.0235079963280376,0.375293424845346,"3","TBT:provisioned_egg","CTR:provisioned_egg",-1.79768460439542
