"","gene","pvalue","padj"
"295","116915674",0.155814999245551,0.823950733361837
"296","116915675",0.180321388143169,0.848822293276108
"297","116915676",0.158403404342391,0.657574039150405
"298","116915677",0.20903426991801,0.99651939931644
"299","116915678",0.0758203554030996,0.74135709956533
"300","116915680",0.0388778383802562,0.466534060563074
"301","116915681",0.153054919750269,0.854926002284146
"302","116915682",0.233821942476667,0.938895231730067
"303","116915686",0.0307860598901312,0.369432718681574
"304","116915687",0.226544909497584,0.815692302396146
"305","116915688",0.00566380914230821,0.0679657097076985
"306","116915689",0.0195467237823351,0.234560685388022
"307","116915690",0.143603345230674,0.934940529923655
"308","116915693",0.0128917975900529,0.154701571080635
"309","116915694",0.0646128649993989,0.775354379992786
"310","116915696",0.427012157825744,0.992517558853525
"311","116915697",0.0342042830241855,0.255452182298547
"312","116915698",0.329828788000977,0.990322522429047
"313","116915699",0.14063643996851,0.807471802539053
"314","116915700",0.20296895195341,0.917301975668704
"315","116915701",0.0658342320444821,0.383159306260314
"316","116915702",0.0336749471952985,0.404099366343581
"317","116915703",0.170038072614507,0.854074536637238
"318","116915706",0.18244020506929,0.955946682816252
"319","116915714",0.167057477409387,0.681211028825694
"320","116915720",0.356454773966275,0.885733113950545
"321","116915727",0.260128323146163,0.852901140074453
"322","116915732",0.0991399207199602,0.893597998100007
"323","116915733",0.00213375007933582,0.0256050009520298
"324","116915734",0.159773817938143,0.744337195778852
"325","116915735",0.369577182851582,0.970525364868191
"326","116915736",0.162023734206333,0.92609855676893
"327","116915737",0.0657687184689927,0.665789951520422
"328","116915738",0.233310631673929,0.94622294435583
"329","116915739",0.0476877563570124,0.572253076284149
"330","116915740",0.129172173038008,0.927397432392329
"331","116915741",0.00756465323773222,0.0907758388527866
"332","116915742",0.208887160806558,0.999772592302126
"333","116915743",0.305072934457528,0.92561911896164
"334","116915746",0.222457005353797,0.898324041680632
"335","116915747",0.177363381893609,0.937782495077433
"336","116915748",0.0909203314278123,0.822020221184811
"337","116915750",0.120850928490592,0.977952746812604
"338","116915752",0.114155877143957,0.545983099661781
"339","116915753",0.175544103604785,0.966578782021484
"340","116915754",0.00161467736000006,0.0193761283200008
"341","116915759",0.239960370268215,0.945233380876747
"342","116915761",0.359183664915675,0.959429805506667
"343","116915762",0.125640752269741,0.864332900212082
"344","116915763",0.207160517227716,0.805521164768858
"345","116915764",0.171470150979442,0.787466091291187
"346","116915765",0.0415852395042528,0.26515066046477
"347","116915766",0.196399947824841,0.988222024474693
"348","116915767",0.344655677305203,0.960451228717725
"349","116915769",0.0657626363827303,0.279389858745221
"350","116915771",0.296912581347319,0.975906387633063
"351","116915772",0.281090556954604,0.691746117371617
"352","116915773",0.173087264381923,0.902319659639807
"353","116915774",0.242761515473958,0.992710077614669
"354","116915776",0.123699284610547,0.922328558148591
"355","116915777",0.100277189819503,0.773327422559215
"356","116915778",0.198027332601807,0.762843848594663
"357","116915779",0.0752351381061405,0.590315070401907
"358","116915781",0.194069729468509,0.796442270306407
"359","116915782",0.371119641524374,0.929991132045009
"360","116915783",0.0609317460737167,0.512669249804326
"361","116915784",0.00963943177844455,0.115673181341335
"362","116915786",0.0791996373878313,0.786872830375891
"363","116915787",0.0449752958451254,0.392535629831349
"364","116915788",0.473380216850371,0.9767874611253
"365","116915789",0.244111770509873,0.913920437683355
"366","116915792",0.231555814594513,0.80017322029468
"367","116915805",0.138129139197069,0.952898493708095
"368","116915806",0.234318526808199,0.978650999260091
"369","116915807",0.0535758241088236,0.642909889305883
"370","116915808",0.124258541519858,0.763084985529216
"371","116915809",0.313626046995826,0.837665790237838
"372","116915810",0.230495721320936,0.810692897388394
"373","116915811",0.420074221368668,0.996837314508426
"374","116915812",0.202631841731962,0.892607435824637
"375","116915813",0.206446784478773,0.950353894749756
"376","116915814",0.0442820907215213,0.531385088658256
"377","116915815",0.105994317381973,0.893646183230069
"378","116915816",0.563127005935033,0.96302917137472
"379","116915817",0.393182350559168,0.925206087211751
"380","116915818",0.328163600349747,0.934646142792315
"381","116915822",0.343898909855781,0.882067177811355
"382","116915823",0.289002365885716,0.91797317498762
"383","116915824",0.186343761817868,0.896577344756818
"384","116915825",0.0730789908006793,0.361117582827245
"385","116915826",0.0364904560545739,0.437885472654886
"386","116915827",0.0507848519394212,0.609418223273055
"387","116915828",0.0589670986492216,0.467997678639603
"388","116915830",0.0601780082686835,0.722136099224202
"389","116915831",0.156700216117735,0.789763033618646
"390","116915832",0.0413455596498499,0.496146715798199
"391","116915833",0.225778180075116,0.875025840999708
"392","116915835",0.0686446560603558,0.756819045069115
"393","116915836",0.43588977353614,0.998647520260522
"394","116915837",0.109411006675111,0.958050034030529
"395","116915838",0.242907932698184,0.922255441524004
"396","116915841",0.176056742565745,0.892902265573424
"397","116915846",0.00306417221702526,0.0367700666043032
"398","116915847",0.273769266991094,0.918420001208793
"399","116915848",0.103972765539422,0.963536603584518
"400","116915849",0.288591557392673,0.916433465140867
"401","116915850",0.312512352439352,0.949612420275881
"402","116915851",0.052735451846897,0.493704123784582
"403","116915852",0.204703563249197,0.957855112958089
"404","116915853",0.115794449690456,0.96489396166289
"405","116915854",0.0575995848945774,0.691195018734928
"406","116915855",0.380984912528896,0.900890352592589
"407","116915856",0.0423421481979521,0.508105778375426
"408","116915857",0.198993205460547,0.874696012708759
"409","116915858",0.0608834088679378,0.479458306654234
"410","116915859",0.0735469341225911,0.713477603585196
"411","116915861",0.00197879654450495,0.0237455585340594
"412","116915862",0.0188653789382063,0.226384547258476
"413","116915864",0.254436834673749,0.988176726613621
"414","116915866",0.0467775682126831,0.324042951732108
"415","116915867",0.25230253475638,0.941860322338538
"416","116915868",0.150087684540901,0.903403042364597
"417","116915869",0.0615875115529533,0.487780506354102
"418","116915870",0.203959141349658,0.665924070883795
"419","116915871",0.485706092264155,0.908956001012488
"420","116915872",0.0514603043802927,0.393418883720441
"421","116915873",0.0143697557275179,0.172437068730215
"422","116915874",0.183436742715655,0.979000120894793
"423","116915875",0.209315094760462,0.941132307477974
"424","116915876",0.353298506219349,0.888558314660534
"425","116915877",0.141310756525317,0.746172491922061
"426","116915878",0.0627734963267631,0.753281955921158
"427","116915879",0.185572200785872,0.975565404267059
"428","116915880",0.0810437978765495,0.755996612122766
"429","116915881",0.247686886036576,0.877541673944137
"430","116915882",0.124480741047043,0.903738640549707
"431","116915883",0.0302591291380725,0.36310954965687
"432","116915884",0.21724483295699,0.81429030422697
"433","116915885",0.0319238466395568,0.326639816348552
"434","116915886",0.0690310004570043,0.524449426130859
"435","116915887",0.0799594838991503,0.498810863964269
"436","116915888",0.0326661898414593,0.321741895734993
"437","116915889",0.171881298980255,0.906161682835422
"438","116915890",0.0639839629694184,0.587088402051772
"439","116915891",0.334784287249373,0.938075424065368
"440","116915892",0.109913006934839,0.804046837006096
"441","116915895",0.312655048945561,0.960752246602181
"442","116915896",0.49294882885262,0.959158635074101
"443","116915897",0.230246996260117,0.974430249164612
"444","116915899",0.0967602431274538,0.799682422314726
"445","116915900",0.0599599645852257,0.56777144352953
"446","116915901",0.190524241861227,0.823333231646616
"447","116915902",0.301533240435086,0.955292318276214
"448","116915903",0.439077601219315,0.997196113896463
"449","116915904",0.130299137746238,0.82274132115289
"450","116915905",0.239750225442056,0.896481056609924
"451","116915906",0.0522260384232597,0.564460401837164
"452","116915907",0.53886188082597,0.98462727290596
"453","116915908",0.0785614035174499,0.635308887869452
"454","116915909",0.040739628233517,0.488875538802204
"455","116915910",0.232745549362282,0.996557537167902
"456","116915911",0.237619283036201,0.766974201133845
"457","116915912",0.0211177968000088,0.253413561600105
"458","116915914",0.550571633813767,0.961797785722279
"459","116915917",0.350855028267085,0.850772376263154
"460","116915918",0.0870821692266085,0.725164797666377
"461","116915920",0.367713591618876,0.962040227962354
"462","116915921",0.299443592314891,0.899293961569469
"463","116915922",0.0235716942031613,0.154711303454528
"464","116915923",0.119517434605791,0.615556325482806
"465","116915925",0.121937725051979,0.909988610325468
"466","116915926",0.100384844009747,0.609700296056103
"467","116915928",0.0367820410204157,0.441384492244988
"468","116915929",0.197282109308255,0.850350765711092
"469","116915930",0.342266288426019,0.990074053974896
"470","116915931",0.117422239845247,0.836374434098711
"471","116915932",0.0711704649529704,0.572341435053633
"472","116915933",0.00863218659286133,0.103586239114336
"473","116915934",0.161159647898699,0.914698060854883
"474","116915938",0.0162589532344384,0.195107438813261
"475","116915939",0.0760195199016187,0.435675929767351
"476","116915940",0.0112651351739734,0.0834637391376826
"477","116915941",0.0633250754913238,0.433688271797394
"478","116915942",0.111836758441197,0.55195930482586
"479","116915943",0.049211832898799,0.590541994785588
"480","116915944",0.140556739595276,0.779135174374042
"481","116915946",0.107292382390806,0.706982721452169
"482","116915948",0.286580001600534,0.989588785743294
"483","116915949",0.00697292825045108,0.0666760619240798
"484","116915951",0.132725466085484,0.99264144121096
"485","116915953",0.245460095112368,0.802818379203635
"486","116915955",0.0708755545915754,0.606979385348443
"487","116915956",0.263591059589135,0.76084046116087
"488","116915957",0.100260606702058,0.80791716050431
"489","116915958",0.0555410572143739,0.538689360432385
"490","116915959",0.123202056117715,0.604605929650175
"491","116915960",0.0674180004229828,0.809016005075793
"492","116915961",0.277215695138208,0.878801099439707
"493","116915962",0.193769871102662,0.873837845268547
"494","116915963",0.100091164158703,0.831289419629985
"495","116915964",0.265745497826492,0.981205330744455
"496","116915965",0.209507090482594,0.825454173328368
"497","116915967",0.196522645263338,0.715059009637759
"498","116915968",0.354209502956599,0.935895009985693
"499","116915971",0.250197712775568,0.9151410565017
"500","116915972",0.0842842833778444,0.338974033781425
"501","116915973",0.0314419618935217,0.377303542722261
"502","116915974",0.0920361769396446,0.836716288082213
"503","116915978",0.220334671779019,0.994911821694854
"504","116915979",0.0350567221841821,0.420680666210186
"505","116915980",0.407344009514921,0.933030662565699
"506","116915982",0.233593666890872,0.927428088697926
"507","116915984",0.311392636103726,0.88061428169961
"508","116915985",0.298280046246769,0.736463529300106
"509","116915987",0.0908880791278798,0.837487976379452
"510","116915988",0.113730735490802,0.477128262381945
"511","116915989",0.145535809491667,0.881914624217227
"512","116915990",0.34893443499795,0.999979753618888
"513","116915991",0.530285272977591,0.898120045140626
"514","116915992",0.218896866310283,0.895923727914528
"515","116915993",0.109027375557953,0.96057347852385
"516","116915994",0.218188152203281,0.975634676807625
"517","116915995",0.0984915952769348,0.725518685164976
"518","116915996",0.241521622176331,0.90643833483042
"519","116915997",0.365366589027545,0.973519978849137
"520","116915998",0.239372640116409,0.895884856053512
"521","116915999",0.241402682184121,0.997325137448513
"522","116916000",0.248174715615965,0.953298253125247
"523","116916001",0.0138458771873583,0.0956900504907654
"524","116916002",0.368844434526477,0.946642630464504
"525","116916003",0.270059894462996,0.846355352985954
"526","116916004",0.105143743795698,0.707396681254882
"527","116916005",0.532726559631074,0.931173016238347
"528","116916006",0.0634498591391803,0.550849849627515
"529","116916007",0.0483190581948024,0.261381056137118
"530","116916009",0.172000552443013,0.59047539137729
"531","116916011",0.357251849297045,0.915743761265099
"532","116916012",0.0757659188342463,0.409490897735176
"533","116916013",0.0910128242608124,0.684032903988739
"534","116916014",0.256740433490529,0.986443520932021
"535","116916015",0.140362166656735,0.708911550005041
"536","116916016",0.0142726770278471,0.142501033705631
"537","116916017",0.128286024942154,0.656289635058596
"538","116916018",0.326274511073845,0.940250777400043
"539","116916019",0.295008907123411,0.911115745538656
"540","116916020",0.0692194332677604,0.720199986853505
"541","116916021",0.223621429173777,0.769942686178182
"542","116916022",0.0605568341565697,0.726682009878837
"543","116916023",0.471819527779912,0.899167446583749
"544","116916024",0.160823395883916,0.982839776887983
"545","116916025",0.153654024295426,0.750514156107438
"546","116916026",0.0202796289585534,0.243355547502641
"547","116916027",0.23509751968565,0.988577952824695
"548","116916028",0.225952032576876,0.501399941411751
"549","116916029",0.125035291390248,0.908434549992397
"550","116916030",0.139562462061431,0.846998238793996
"551","116916031",0.328750638328158,0.91730108215167
"552","116916032",0.0324676197298131,0.389611436757758
"553","116916033",0.170782182011248,0.987818792532824
"554","116916035",0.177582133242576,0.87776885912674
"555","116916036",0.0245864736328246,0.295037683593895
"556","116916037",0.106738903506337,0.634508807370008
"557","116916038",0.103254674553277,0.620341164399109
"558","116916041",0.368114740069454,0.972598323819093
"559","116916043",0.0875696030488353,0.629734573381385
"560","116916044",0.0683615887158108,0.513266511160967
"561","116916045",0.115816054120188,0.57055118379232
"562","116916046",0.238776046355401,0.88676173104235
"563","116916047",0.0819839985679519,0.941296642303163
"564","116916049",0.0733899486557234,0.862903913194087
"565","116916050",0.109653741483064,0.785731787268765
"566","116916051",0.282424009284428,0.783983187936645
"567","116916052",0.33471414007903,0.923529180767293
"568","116916053",0.00169941659178724,0.0203929991014468
"569","116916055",0.153922994588463,0.79077381556484
"570","116916056",0.368868579955481,0.999111022783302
"571","116916057",0.630292859698838,0.945528532315267
"572","116916058",0.020534305027811,0.246411660333732
"573","116916059",0.0946684972953072,0.645355857061375
"574","116916063",0.118312417678813,0.689634135295124
"575","116916064",0.307676967392899,0.890425780921222
"576","116916065",0.12873178301985,0.727258923796666
"577","116916066",0.263756853356291,0.958099957563529
"578","116916067",0.167062852581296,0.855823509495364
"579","116916068",0.128190525108008,0.927306940010799
"580","116916069",0.141983103961227,0.968191628020593
"581","116916070",0.0618514733241488,0.742217679889786
"582","116916071",0.0129380548126124,0.155256657751349
"583","116916072",0.0559889708203322,0.39849737753325
"584","116916073",0.227908646493867,0.993489637933795
"585","116916074",0.051280386087573,0.366864289590634
"586","116916080",0.0461399033476893,0.436863953753789
"587","116916081",0.242737192491132,0.880048463131571
"588","116916084",0.181445816537766,0.85252016427823
"589","116916085",0.0739011465236345,0.618505329924945
"590","116916089",0.214621548691937,0.745201352149497
"591","116916090",0.0625397525214093,0.525777811321086
"592","116916092",0.145621611492001,0.978793899723688
"593","116916093",0.41601066604296,0.989625485246239
"594","116916094",0.176547643774992,0.828196020466077
"595","116916096",0.0788534687290425,0.908047319899043
