"gene","CTR:provisioned_egg","SER:provisioned_egg","cluster","condition","control","estimate"
"116928015",-1.56400473410162,0.274920800852224,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928019",-0.143924855232701,0.279782070445454,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928032",-1.46674206088194,0.315658005259157,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928072",-0.91096214667848,0.0888768307557251,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928102",-1.54039769854605,0.382985450498956,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928166",-1.7704313820856,0.117638855275681,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928255",-0.96703499301087,0.339911760898181,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928258",-1.28062194534675,0.674934875511614,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928342",-1.33564888961353,-0.104873760323473,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928346",-0.999621708141934,0.328214510377466,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928347",0.199558171755158,0.550597165058432,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928375",-1.91118750754436,0.124603899298941,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928432",-1.67013463051544,0.0924682616773286,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928835",-1.82523891980179,0.130154199813518,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116928949",-1.6901825240681,-0.0666687067251381,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929001",-1.72989793738333,0.156424634076191,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929017",-1.18228427300121,0.155169733428732,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929024",-1.57031787465219,0.0634482578153736,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929026",-1.18381215146505,-0.0976965140438674,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929029",-1.30858251061669,0.0261335755675711,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929033",-1.51852863641683,-0.0599127351666219,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929047",-0.523699198834322,0.274959856276746,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929086",-1.16449851559283,-0.11277927128936,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929144",-1.67854667296638,0.17953742921651,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929145",-1.85990584641721,0.155175330049208,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929159",-2.10311671570883,0.128735741253296,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929166",-2.13567526336503,0.231958634990198,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929167",-2.13849198651456,0.211720179420233,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929169",-2.03133039937725,0.0950783964295177,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929174",-2.17545135903051,0.142079009653289,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929191",-1.62958853032807,0.212620661708083,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929194",-1.39406480733227,0.153953013411578,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929316",-1.02736622009596,0.488995838822558,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929335",-1.95946455381408,0.127574937086142,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929338",-1.41712699391764,0.309594044530385,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929376",-0.774333260545,0.265227350034742,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929440",-2.37318221596773,-0.0406835486450465,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929472",-1.30197098276836,0.40797111841071,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929480",-0.592602783610523,0.735317650306234,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929495",-0.802118988379655,0.611168788454494,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929716",-1.23617987712541,0.0620338367008362,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929750",-0.771787994908762,0.192505936041334,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929837",-1.38972922376676,0.353552142576454,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929963",-1.92969266793604,0.249095222990149,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929991",-0.986364512852773,-0.00819360624208318,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116929992",-1.85711599537317,-0.260707323443564,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930021",-2.17549712815102,0.17196155843918,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930136",-1.26383970785166,0.292339945273589,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930210",-2.02650736039331,-0.0708637540068752,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930216",0.209149049404948,0.610852648080003,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930219",-1.19804753826419,0.195451176504569,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930223",-0.360669470426661,0.395624619767484,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930284",-0.784111737376288,0.0720291465126236,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930292",-1.44067138738765,0.330764038144312,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930362",-1.99823803164731,-0.0549319064815145,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930449",-1.09678955333616,0.404829711633018,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930570",-0.716880471529738,0.210697252282245,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930625",0.0397492205650862,0.649475784817076,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930636",-1.31465860592484,0.40046714906496,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930688",-1.94936033313589,0.14899573795571,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116930930",-1.62771811302875,-0.171670733043878,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931039",-1.4785081834046,0.340337779463855,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931093",-1.56816183550064,0.20685573534665,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931135",-1.02683924260114,0.558848712888287,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931277",-1.27834269032119,0.140851460738105,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931288",-0.877368400387655,0.500717660816318,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931367",-0.674447759799057,0.629508276136248,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931382",-0.428939151533808,0.151606015420052,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931406",-1.14083257148967,-0.0686522404283112,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931429",-0.821582881932152,0.141755473753755,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931531",-1.86805188654643,0.0732408584669379,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931534",-1.67141412723406,0.367265250376196,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931569",-0.763590982593367,0.543373568040286,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931679",-1.31868746996171,0.286283732732665,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931889",-1.53639577780092,0.325537223824357,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116931894",-0.648475212200571,0.529988144546616,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932055",-1.84754094524501,0.120212378669966,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932142",-1.70772480575596,0.326643366027486,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932310",-1.56547450443021,0.33817870222026,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932403",-1.56643507735735,0.3375228697821,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932764",-1.30692901684062,0.140146159938192,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932765",-1.54132590835368,0.378864212421684,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932769",-0.662322672590817,0.53568820045722,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932816",-0.342113464884516,0.951379434153561,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932838",-0.625464437658469,0.527085515142815,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932914",-1.84294716843032,-0.0480038951129508,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116932960",-1.97823325926334,0.0410880159279661,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933014",-1.25069421005747,0.353175537591061,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933043",-0.607640635042948,0.740609100276441,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933111",-1.45240807332972,0.343810418923563,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933123",-1.73355177690789,0.332066872149995,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933126",-1.89399435317428,0.166795702429409,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933229",-0.164209444267771,0.37160695948044,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933236",-1.90809858881915,0.210132172532933,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933254",-1.68547053635211,0.146233940409898,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933302",0.331657808635475,0.460651746588847,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933380",-1.29326752121852,-0.449552649039259,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933406",-0.957600459718908,-0.3585228574729,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933498",-2.12805810683203,0.199511923960153,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933504",-2.28665832504762,0.0612887358728947,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933702",-1.8038777289184,0.00272566668066597,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933776",-2.22540195329789,0.145350890240181,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933951",-1.53104532840417,0.0963689556875187,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116933989",-2.06345351453046,-0.119832953947524,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934015",-2.16720281205195,-0.0433751126719133,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934062",-1.20305233453933,0.463462305519536,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934186",-1.24397116587501,0.547965816713659,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934194",-1.10448193565291,0.700334259649159,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934248",-0.55491868544545,0.880463409252729,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934318",-1.10924470605625,-0.0270834203431758,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934335",-1.10296718308162,0.471089449503088,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934336",-1.20143844365022,0.418032666831396,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934347",-0.598576887109212,-0.145149886790808,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934731",-0.35393396412474,0.596986201370483,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116934801",-1.48547548167931,0.274303248640354,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935009",-2.17608055140426,-0.0896062141888146,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935033",0.184778551591873,0.578395392956118,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935074",-1.20103759215662,0.516362905599671,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935075",-0.75921885675794,0.215916682398474,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935078",-1.70327237470283,0.368226141827174,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935222",-1.97437361401282,0.152321538865689,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935344",-1.26594221521614,0.313007360317406,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935401",-1.74741891847929,-0.163178030788306,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935940",-0.807225416701293,0.671566978571992,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935949",-0.197049487200234,0.543738333412833,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116935974",-1.22530055205103,0.589230125432422,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116936073",-1.25909281633019,0.406745383084761,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116936122",-1.56017066208715,0.413435314064215,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116936216",-0.37410444452146,0.7998002650431,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116936363",-1.77852202594475,0.274785368655417,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116936394",-0.726106576601087,-0.182141689634124,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116936412",-1.89783495218694,-0.00735008509031046,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116936425",-1.58849046740388,0.155788395830135,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116936531",-2.23463350323675,-0.144912087801361,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
