"gene","CTR:provisioned_egg","SER:provisioned_egg","cluster","condition","control","estimate"
"116918165",0.0878867576525217,0.685701448164816,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918220",-0.712005078916447,-0.204545839798312,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918368",-1.43204006292242,-0.0214671098275096,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918481",-1.70406857677516,-0.0770851995105993,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918523",-1.34629325934176,0.339833710827845,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918524",-1.54663404065404,-0.13670737026466,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918702",-1.3627288466733,0.634291697125137,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918715",-1.67293695217707,0.434626426456477,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918759",-0.214539356761466,0.612021314125441,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918781",-0.264764276217308,0.573834971926484,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918846",-1.10548450077074,0.694990103468647,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918853",-0.673523475834722,-0.234104058355309,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116918984",-0.833229187577603,0.632732695696754,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919134",-0.474909528782704,0.581651078042965,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919162",-0.830714882372255,0.654538529111826,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919212",-1.95137808605819,0.209913180458311,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919230",-2.41316333598818,-0.386223390348363,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919236",-1.63149082419706,0.122896228899423,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919237",-1.15763152773135,0.322522084197035,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919239",-1.0074062220545,-0.188215363348123,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919240",-1.88604112722113,0.25488310861693,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919245",-1.98725739289551,0.28564971420105,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919442",-1.21063433159322,0.452137385620524,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919483",-0.459720997792545,0.653406087617853,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919533",-0.647696360610471,0.630376781661292,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919640",-0.447809399296893,0.710047320493342,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919694",-2.40005118997905,-0.219456977035941,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919700",-2.02093877890602,0.10517055037518,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919772",-1.8516310739188,0.0809764786426918,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919815",-0.308082908274041,0.773732442888973,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116919948",-0.288442875731183,0.0413374437967556,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920075",-1.40345728970873,0.438810145438046,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920231",-0.915044869069424,-0.126374294074191,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920274",-1.4397465198642,-0.0777832311741683,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920335",-0.857157681722759,0.467318281839386,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920480",-1.3615962897224,-0.0712506972480343,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920540",-0.462554212491409,0.862333168665056,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920543",-0.660149862882943,0.345848483946099,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920546",-1.63371312399186,0.326295108809544,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920578",-1.11960476862801,-0.129326215767401,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920580",-1.64297300007987,0.25775489486523,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920689",-1.75391593750665,0.455797279628745,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920746",-1.51607084465114,-0.0639366062965009,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920755",-0.904755220801787,0.749696375545387,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920774",-1.88507414704022,0.228594055402991,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920817",-1.0710225948318,0.332495485649388,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920824",-0.698537743852314,0.334036000107303,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920919",-1.09485556489136,-0.241827769526269,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920924",-1.22581391641841,0.797724086457643,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920928",-1.10079680729739,0.41172647283754,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920929",-0.585784271531182,0.612762976019734,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920930",-1.29205902360945,0.297812007286976,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920931",-1.32791379121609,0.324122924596357,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920933",-1.72796288564421,0.295772437449689,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920937",-0.940440052336027,0.394565942351504,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920938",-0.903953591527301,0.310539462119972,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116920955",-0.64738693137726,0.405918409564568,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921020",-1.40247154239516,0.496170547157142,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921031",-0.204445072376645,0.24536148074101,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921079",-1.23781260716447,0.379544709885235,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921085",-1.13217585669834,-0.317156038862617,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921110",-1.72635414994242,0.17782142967224,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921243",-1.60205734940536,0.0531252697316816,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921344",-2.18917636296198,0.232241410369814,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921397",-1.66664996565582,-0.0468967162981648,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921417",-0.689806114846133,0.391217166195002,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921467",-0.475379481084075,0.519000407408992,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921476",-1.53749478701022,0.0659804614088288,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921478",-0.929395880877802,-0.152980243406731,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921482",-0.432984944964343,0.415358119432175,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921503",-1.07930054016333,0.274095757621225,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921572",-1.22090864509178,0.604547194299498,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921698",-1.61429663865732,-0.00875300420910514,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921727",-1.67778121046181,0.282822070263799,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921895",-1.12518963689286,0.454655188646358,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116921999",0.147359946584741,1.01546056373819,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922010",-1.89461217038883,0.284816343657618,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922163",-1.70677020032078,0.0674888369786163,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922177",-1.16282127007147,0.553852381032015,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922183",-1.02017888416529,0.637144688594274,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922329",-2.31823635763166,-0.222297381945127,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922474",-1.79444741682729,0.215104322980766,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922478",-1.59006775602279,0.10052971057518,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922778",-0.964589664286526,0.592106269289338,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922788",-1.46978290948566,0.458944721146289,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922810",-1.44729728014945,-0.0276909729977093,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922829",-0.208021888872592,0.686701619749581,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922924",-2.55239500789821,-0.105145254916625,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922943",-0.542834510902295,0.23471942332584,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922950",-0.913615799444855,-0.563924485815676,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922988",-0.142734318474067,0.089177038914978,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116922993",-1.72921912733608,-0.571377742342647,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923040",-1.96317287707412,0.282724449001746,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923041",-2.10716418509658,0.251596730944887,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923073",-0.587527764821804,0.192397854977401,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923178",-1.2994851813388,-0.410296539909293,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923219",-0.881361603712524,0.483309401777455,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923430",-0.939956179597146,0.601132859702057,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923447",-1.91188213135938,-0.0536088495402596,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923679",-1.65562230476531,-0.227402264351068,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923708",-1.26979513863909,0.262017166901914,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923841",-1.02508560073432,-0.0514675797844543,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116923996",-2.40780191897736,0.116190475343916,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924049",-1.17918117281421,0.495807289058171,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924051",-0.756417910218132,0.606786547577227,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924262",-2.47624367183711,-0.301867157602868,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924263",-0.734084925953789,0.543837551018011,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924429",-0.707542419565233,0.41269839217196,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924502",-1.16672706209718,0.0659202696475749,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924592",-1.4606595890286,-0.0368423788890893,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924703",-1.57897236273222,-0.0566027233062437,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924862",-1.50852196361275,0.210921161183881,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116924947",-0.800420667055035,0.75959648971812,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925005",-0.509688070399337,0.19455671742499,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925026",-0.570319975777218,-0.124436122279536,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925029",-0.760065802256389,0.00424599609235383,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925303",-1.21712106999954,0.517963474592557,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925370",-1.48004332546899,0.223847644595007,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925497",-0.437468696980694,-0.269577488474221,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925692",-1.14092044832339,0.611779277138387,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925717",-0.264957642019826,0.49456420520885,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925753",-0.404462779383271,0.0568794557023781,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925836",-1.33147160191455,-0.115636632863324,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925935",-0.653030803697071,0.856681795316223,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925940",-1.30853839160145,0.634286620728799,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925941",-1.65789995450388,-0.158681397076494,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925994",-1.94360382636352,0.131512449089128,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116925995",-1.33098438131732,0.0524666801465017,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926003",-1.82514911814042,0.317008530381764,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926013",0.210302730088086,0.941183520952261,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926044",0.859564875237543,1.14801817102772,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926049",-1.12685420538711,0.562928788815892,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926068",-0.288476982357865,0.883366116810893,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926080",0.0947561380631646,0.913298294968406,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926190",-0.85769588768331,0.855635440635078,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926203",-1.77349712586649,0.220095021747219,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926213",-1.10107956860344,0.390764923547524,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926265",-2.26856946027208,0.113742599999689,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926306",-0.914478834187913,0.290886881496748,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926387",-1.04529480842068,0.824557121229115,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926424",-1.23691150341443,0.108707914828463,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926562",0.114761536500324,0.148486118463473,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926645",-1.26746489731844,0.338276464869578,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926648",-1.32468987979881,0.432524248709929,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926649",-0.876617711947877,0.491749061479054,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926651",-1.62684326062456,0.347471097549691,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926709",-1.51283407777459,0.386284142478103,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926763",-2.24658337958885,0.227900767215858,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926777",-1.80910685650702,0.175946752335365,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926816",-0.595578509949057,-0.108257682756612,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926830",-0.322033504389497,0.768290630699319,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926831",-0.446416915671129,0.773544920680779,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116926843",-0.202085529668391,0.767351053579027,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927027",-0.725905109179929,0.535519074845282,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927095",-1.22503594854796,0.0996016975024524,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927211",-2.18736147187289,0.0534112739292304,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927255",-1.13742664112667,0.624006157259331,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927303",-1.21802737721935,0.57682548057061,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927330",-0.789911909606747,0.663843702745896,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927336",-1.56965661888237,0.259249958779105,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927338",-1.73899261457271,0.289058361200609,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927339",-1.9420998653861,0.144826491274135,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927361",-1.25966131690926,0.193733002610451,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927399",-0.833968353996212,0.415827504332214,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927453",-0.680700481500441,0.220872184226015,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927469",-1.74029506128957,0.252403050029907,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927482",-1.4870415265072,0.121153461881186,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927501",-1.38602875468374,0.0799430381901634,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927571",-1.23963551783979,0.607357671495766,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927769",-1.07947174013684,0.4222779697916,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927831",-2.13545720081439,0.170260284118626,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927846",-1.49699445819456,0.051958647342501,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927888",-0.840716457240906,0.357397435375148,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927907",-1.72633346561481,0.237061474878631,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927913",-1.4500683870799,-0.079317578655115,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927944",-1.07181836967974,0.344980911894746,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
"116927996",-1.13393770457618,0.739274517446978,"1","SER:provisioned_egg","CTR:provisioned_egg",1.47160151031908
