"gene","CTR:provisioned_egg","FLX:provisioned_egg","cluster","condition","control","estimate"
"116927846",-1.49699445819456,-0.324367587638198,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116927888",-0.840716457240906,-0.526475228729735,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116927907",-1.72633346561481,-0.296717131881503,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116927913",-1.4500683870799,-0.583673551610514,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116927944",-1.07181836967974,-0.176145037017537,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116927996",-1.13393770457618,-0.114811078591293,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928015",-1.56400473410162,-0.402705057640311,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928019",-0.143924855232701,-0.138378330507167,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928032",-1.46674206088194,-0.350528429124603,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928072",-0.91096214667848,0.339300339483805,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928102",-1.54039769854605,-0.301899295139313,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928166",-1.7704313820856,-0.147460678158642,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928255",-0.96703499301087,0.307384712934837,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928258",-1.28062194534675,-0.598137551062902,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928342",-1.33564888961353,-0.420680332229455,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928346",-0.999621708141934,-0.521919678370602,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928347",0.199558171755158,0.317677823357376,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928375",-1.91118750754436,-0.372830968203376,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928432",-1.67013463051544,-0.448544098121916,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928835",-1.82523891980179,-0.899993912797674,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116928949",-1.6901825240681,-0.543382085832972,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929001",-1.72989793738333,-0.565262463238804,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929017",-1.18228427300121,-0.306449683260694,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929024",-1.57031787465219,-0.487106858877283,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929026",-1.18381215146505,-0.242582537515025,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929029",-1.30858251061669,-0.383233363356238,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929033",-1.51852863641683,-0.234669183288397,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929047",-0.523699198834322,-0.328688254859932,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929086",-1.16449851559283,0.110974967199561,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929144",-1.67854667296638,-0.134814173352198,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929145",-1.85990584641721,-0.170927175762005,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929159",-2.10311671570883,-0.925623903082146,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929166",-2.13567526336503,-0.704931113861856,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929167",-2.13849198651456,-0.683393377602113,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929169",-2.03133039937725,-0.876911810682828,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929174",-2.17545135903051,-0.935563012028229,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929191",-1.62958853032807,-0.10661083487206,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929194",-1.39406480733227,-0.28937456994257,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929316",-1.02736622009596,-0.0660090937678801,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929335",-1.95946455381408,-0.507105402970834,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929338",-1.41712699391764,-0.357759394914931,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929376",-0.774333260545,0.088218419362911,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929440",-2.37318221596773,-1.17966079245744,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929472",-1.30197098276836,-0.422492502216783,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929480",-0.592602783610523,0.253708306430751,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929495",-0.802118988379655,0.0824886671297227,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929716",-1.23617987712541,-0.465504383379927,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929750",-0.771787994908762,0.376820612439403,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929837",-1.38972922376676,-0.255830390309744,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929963",-1.92969266793604,-0.486588642918308,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929991",-0.986364512852773,-0.137531164419328,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116929992",-1.85711599537317,-0.661512658745039,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930021",-2.17549712815102,-0.581240539256245,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930136",-1.26383970785166,-0.351447625728931,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930210",-2.02650736039331,-0.610684733709665,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930219",-1.19804753826419,0.0365295213683442,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930223",-0.360669470426661,0.385880000178133,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930284",-0.784111737376288,-0.475125466013433,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930292",-1.44067138738765,-0.201278048088572,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930362",-1.99823803164731,-0.378058081168755,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930449",-1.09678955333616,-0.455497172098338,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930570",-0.716880471529738,-0.536297375020943,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930625",0.0397492205650862,0.136136569798738,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930636",-1.31465860592484,-0.382799346774813,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930688",-1.94936033313589,-0.308648561168984,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116930930",-1.62771811302875,0.497946447499634,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931039",-1.4785081834046,-0.411900522087059,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931093",-1.56816183550064,-0.567511967892047,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931135",-1.02683924260114,-0.171689837284722,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931277",-1.27834269032119,-0.241257980787913,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931288",-0.877368400387655,0.0483930094966568,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931367",-0.674447759799057,0.0623487673757465,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931406",-1.14083257148967,-0.098869763042565,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931429",-0.821582881932152,0.538302799183915,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931531",-1.86805188654643,-0.456466358600366,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931534",-1.67141412723406,-0.2822938121966,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931569",-0.763590982593367,-0.265830041922317,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931679",-1.31868746996171,-0.177432297477432,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931889",-1.53639577780092,-0.253724581511886,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116931894",-0.648475212200571,-0.0103689801879589,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932055",-1.84754094524501,-0.726031332961778,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932142",-1.70772480575596,-0.170733206741202,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932310",-1.56547450443021,-0.200063574988327,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932403",-1.56643507735735,-0.277294080962968,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932764",-1.30692901684062,-0.193194099967023,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932765",-1.54132590835368,-0.219851197304532,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932769",-0.662322672590817,0.0878990778880125,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932816",-0.342113464884516,-0.0724138116202449,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932838",-0.625464437658469,0.0734590809820929,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932914",-1.84294716843032,-0.52464551800497,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116932960",-1.97823325926334,-0.658769236156061,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933014",-1.25069421005747,-0.236992078949981,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933043",-0.607640635042948,0.112998857776264,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933111",-1.45240807332972,-0.4091189689419,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933123",-1.73355177690789,-0.201999818527036,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933126",-1.89399435317428,-0.459349125715527,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933229",-0.164209444267771,0.215493612677781,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933236",-1.90809858881915,-0.353438260243745,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933254",-1.68547053635211,-0.630729598095215,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933380",-1.29326752121852,-0.106109580850403,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933406",-0.957600459718908,-0.520849634508818,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933498",-2.12805810683203,-0.427847152672471,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933504",-2.28665832504762,-1.12490905331181,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933702",-1.8038777289184,-0.796129866377627,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933776",-2.22540195329789,-0.815430356118091,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933951",-1.53104532840417,-0.470369327874972,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116933989",-2.06345351453046,-0.873088129253532,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934015",-2.16720281205195,-0.54054216257805,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934062",-1.20305233453933,-0.120876357835251,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934186",-1.24397116587501,-0.43323256102702,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934194",-1.10448193565291,-0.153760454202483,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934248",-0.55491868544545,-0.380211898308064,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934318",-1.10924470605625,-0.748589233635015,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934335",-1.10296718308162,-0.137710754845475,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934336",-1.20143844365022,-0.195454574370626,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934347",-0.598576887109212,0.223390298939817,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116934801",-1.48547548167931,-0.53197068792618,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935009",-2.17608055140426,-1.00457669152323,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935033",0.184778551591873,0.478745576434252,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935074",-1.20103759215662,-0.073119849928981,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935075",-0.75921885675794,-0.113685803934785,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935078",-1.70327237470283,-0.360293383233061,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935222",-1.97437361401282,-0.458873106968658,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935344",-1.26594221521614,-0.563661446529998,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935401",-1.74741891847929,-0.573003880165036,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935940",-0.807225416701293,0.192108138318813,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935949",-0.197049487200234,0.0756265882873055,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116935974",-1.22530055205103,-0.00871786649804861,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116936073",-1.25909281633019,-0.193939534157775,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116936122",-1.56017066208715,-0.305848198053036,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116936363",-1.77852202594475,-0.369595280546083,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116936394",-0.726106576601087,-0.415986363211754,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116936412",-1.89783495218694,-0.657393507053422,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116936425",-1.58849046740388,0.449829233264018,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
"116936531",-2.23463350323675,-0.747768950417678,"1","FLX:provisioned_egg","CTR:provisioned_egg",0.947597616245126
